amount,average_transaction_amount,amount_deviation,transaction_hour,transaction_day,transactions_last_10_minutes,transaction_frequency,is_new_device,is_new_location,merchant_risk,is_fraud
1965.1,2500.0,0.79,10,18,0,47,0,0,0,0
23363.62,12000.0,1.95,18,23,0,42,0,0,0,0
48375.5,12000.0,4.03,11,11,4,21,1,1,1,0
1050.69,1500.0,0.7,21,5,2,38,0,0,0,0
6257.17,6000.0,1.04,8,1,0,11,0,0,0,0
2561.22,4500.0,0.57,13,21,0,37,0,0,1,0
20258.73,4500.0,4.5,15,4,3,31,1,1,1,0
6047.95,3000.0,2.02,9,26,0,40,0,0,0,0
33829.75,8000.0,4.23,16,23,5,36,1,0,1,0
34988.87,6000.0,5.83,9,13,5,8,1,1,1,0
24060.63,6000.0,4.01,8,12,5,48,0,0,1,0
34026.38,2000.0,17.01,0,3,4,42,1,1,2,1
1826.83,2000.0,0.91,12,11,1,33,0,0,0,0
2345.24,3000.0,0.78,11,24,0,41,0,0,0,0
2423.39,2500.0,0.97,12,23,1,47,0,0,0,0
3233.72,2000.0,1.62,17,22,0,11,0,0,0,0
5702.88,1500.0,3.8,17,22,4,29,1,1,1,0
4597.94,8000.0,0.57,13,16,0,25,0,0,1,0
3744.36,4500.0,0.83,15,15,0,12,0,0,0,0
3325.29,4500.0,0.74,5,28,0,18,0,0,2,0
1904.17,3000.0,0.63,19,2,0,45,0,0,0,0
12488.8,8000.0,1.56,12,24,0,30,0,0,0,0
1290.99,1500.0,0.86,17,6,0,41,0,0,0,0
8858.65,6000.0,1.48,14,5,1,5,0,0,0,0
15532.47,12000.0,1.29,12,26,0,26,0,0,0,0
1311.78,1500.0,0.87,22,20,0,13,0,0,0,0
1354.72,2000.0,0.68,8,28,0,47,0,0,0,0
5360.69,4500.0,1.19,10,1,0,24,0,0,0,0
2433.71,2000.0,1.22,10,21,0,19,0,0,0,0
6107.8,8000.0,0.76,19,22,0,41,1,0,1,0
6610.08,4500.0,1.47,15,17,0,32,0,0,0,0
1134.63,1500.0,0.76,12,26,0,37,0,0,0,0
40870.99,8000.0,5.11,21,21,5,20,1,0,1,0
2031.32,4500.0,0.45,17,14,1,39,0,0,0,0
1070.58,1500.0,0.71,16,9,0,12,0,0,0,0
1440.19,2500.0,0.58,8,28,0,29,0,0,0,0
7590.51,6000.0,1.27,19,25,0,27,0,0,0,0
1616.91,3000.0,0.54,10,11,0,48,0,0,0,0
2837.29,2500.0,1.13,0,16,0,47,0,0,0,0
6573.22,2000.0,3.29,23,20,12,41,1,1,1,1
1526.61,2500.0,0.61,10,10,0,50,0,0,0,0
2090.16,2000.0,1.05,8,26,0,11,0,0,0,0
47245.66,2000.0,23.62,19,24,4,11,1,0,1,1
3040.76,4500.0,0.68,14,18,0,31,0,0,0,0
2079.02,2000.0,1.04,10,1,0,47,0,0,0,0
7009.49,3000.0,2.34,21,5,0,40,0,0,1,0
23174.9,4500.0,5.15,11,25,3,29,1,1,1,0
5087.11,3000.0,1.7,16,23,0,24,0,0,0,0
7798.06,4500.0,1.73,19,1,0,28,0,0,0,0
1250.47,1500.0,0.83,10,16,0,27,0,0,0,0
5137.02,6000.0,0.86,22,13,0,5,0,0,0,0
3097.5,4500.0,0.69,13,20,0,10,0,0,1,0
6221.03,4500.0,1.38,18,21,0,7,0,0,0,0
4842.17,4500.0,1.08,16,17,0,44,0,0,0,0
15704.61,12000.0,1.31,9,16,0,41,0,0,0,0
1720.27,2000.0,0.86,18,24,0,35,0,0,0,0
12219.25,8000.0,1.53,8,21,0,49,0,0,0,0
1920.3,2500.0,0.77,23,27,1,45,0,0,0,0
2752.51,6000.0,0.46,19,21,0,27,0,0,0,0
20983.36,12000.0,1.75,15,28,0,13,0,0,2,0
859.88,1500.0,0.57,11,1,0,25,0,0,0,0
4415.82,4500.0,0.98,6,20,0,11,0,0,0,0
1477.33,1500.0,0.98,11,3,2,27,0,0,0,0
3901.68,3000.0,1.3,12,25,1,21,0,0,1,0
5637.49,4500.0,1.25,16,11,1,15,0,0,1,0
63921.39,12000.0,5.33,10,17,3,26,0,0,1,0
6043.29,4500.0,1.34,3,15,0,17,0,0,1,0
4006.73,4500.0,0.89,19,14,0,31,0,0,0,0
4012.35,6000.0,0.67,18,12,0,47,0,0,0,0
3391.06,2500.0,1.36,18,12,0,14,0,0,0,0
57681.34,12000.0,4.81,10,22,5,31,1,0,1,0
2624.65,1500.0,1.75,9,8,0,49,0,0,0,0
1489.26,4500.0,0.33,8,20,0,43,0,0,0,0
1909.52,2000.0,0.95,17,28,0,40,0,0,0,0
17384.63,12000.0,1.45,8,2,0,39,0,0,1,0
18682.2,4500.0,4.15,17,7,4,43,0,0,1,0
2492.75,4500.0,0.55,16,7,0,17,0,0,0,0
1040.48,1500.0,0.69,18,9,1,24,1,0,0,0
3207.06,3000.0,1.07,6,10,0,45,0,0,0,0
41177.37,8000.0,5.15,10,5,5,43,1,0,1,0
3668.36,4500.0,0.82,9,13,0,44,0,0,0,0
2242.64,1500.0,1.5,7,28,0,26,0,0,0,0
903.69,1500.0,0.6,13,22,0,39,0,0,1,0
8883.59,12000.0,0.74,9,14,0,34,0,0,0,0
1850.26,1500.0,1.23,19,28,1,14,0,0,0,0
1771.96,3000.0,0.59,23,12,0,7,0,0,1,0
909.8,1500.0,0.61,17,1,2,31,0,0,0,0
3812.95,2500.0,1.53,18,8,1,47,0,0,1,0
14469.37,12000.0,1.21,14,24,0,48,0,0,1,0
1120.0,1500.0,0.75,10,4,0,40,0,0,0,0
2201.77,3000.0,0.73,5,21,0,35,0,0,0,0
3103.55,3000.0,1.03,10,28,0,6,0,0,1,0
69623.25,12000.0,5.8,2,28,4,48,1,1,2,0
5821.98,4500.0,1.29,19,12,0,23,0,0,0,0
7106.74,4500.0,1.58,10,6,0,48,0,0,1,0
738.42,1500.0,0.49,4,24,0,6,0,0,0,0
8138.49,8000.0,1.02,9,1,0,14,0,0,1,0
11668.02,8000.0,1.46,12,23,0,17,0,0,0,0
8957.18,8000.0,1.12,21,2,0,38,0,0,0,0
4232.41,4500.0,0.94,15,12,0,31,0,0,0,0
5498.78,4500.0,1.22,14,19,1,44,0,0,0,0
3171.9,2000.0,1.59,9,21,1,14,0,0,0,0
4719.37,6000.0,0.79,14,25,0,23,0,0,1,0
1640.38,1500.0,1.09,17,25,0,34,0,0,0,0
8037.12,12000.0,0.67,18,6,0,26,0,0,0,0
4861.3,6000.0,0.81,17,20,0,40,0,0,0,0
3393.34,4500.0,0.75,18,10,0,7,0,0,1,0
9488.09,12000.0,0.79,14,15,0,42,0,0,0,0
9872.89,12000.0,0.82,17,9,1,42,0,0,0,0
10327.15,4500.0,2.29,6,12,0,15,1,0,0,0
5286.75,3000.0,1.76,11,22,1,10,0,0,0,0
1713.4,1500.0,1.14,17,16,0,23,0,0,0,0
33846.32,2000.0,16.92,0,6,2,36,1,1,0,1
1104.74,1500.0,0.74,8,14,0,15,0,0,0,0
2212.66,2500.0,0.89,17,26,1,16,0,0,0,0
22085.79,6000.0,3.68,16,11,4,12,1,1,1,0
3331.46,2500.0,1.33,15,1,0,16,0,0,0,0
16490.0,3000.0,5.5,21,28,5,36,1,0,2,0
10471.64,2500.0,4.19,13,12,4,40,0,0,1,0
7216.21,8000.0,0.9,14,23,0,41,0,0,0,0
4167.03,2500.0,1.67,17,2,0,26,0,0,0,0
1573.19,1500.0,1.05,15,27,1,49,0,0,0,0
3617.14,2500.0,1.45,17,27,0,46,0,0,0,0
4083.79,4500.0,0.91,17,23,1,41,0,0,0,0
9158.47,6000.0,1.53,11,6,0,35,0,0,0,0
12362.62,12000.0,1.03,10,15,0,16,0,0,1,0
4995.68,6000.0,0.83,18,19,0,24,0,0,0,0
14529.13,2500.0,5.81,18,17,4,11,0,1,2,0
12625.86,8000.0,1.58,0,25,0,40,0,0,0,0
2090.61,1500.0,1.39,12,1,0,12,0,0,1,0
6287.15,4500.0,1.4,19,10,0,31,0,0,1,0
66574.18,12000.0,5.55,9,15,3,47,1,1,0,0
5860.31,4500.0,1.3,20,22,0,49,0,0,1,0
56781.34,2000.0,28.39,13,22,4,11,1,1,2,1
2164.41,3000.0,0.72,16,18,0,34,0,0,0,0
3880.89,3000.0,1.29,15,13,0,12,0,0,0,0
1319.81,1500.0,0.88,9,27,0,50,0,0,0,0
6785.63,1500.0,4.52,0,19,8,44,1,1,2,1
6487.24,6000.0,1.08,13,15,0,14,0,0,0,0
12396.3,12000.0,1.03,18,12,0,44,0,0,0,0
4090.73,4500.0,0.91,13,2,0,22,0,0,0,0
4841.41,6000.0,0.81,18,14,0,6,0,0,0,0
4493.27,6000.0,0.75,15,14,0,22,0,0,0,0
2112.68,1500.0,1.41,10,10,0,19,0,0,0,0
890.46,1500.0,0.59,9,24,0,45,0,0,0,0
1880.27,2000.0,0.94,13,26,0,34,0,0,0,0
7836.91,12000.0,0.65,15,28,0,47,0,0,0,0
4226.9,4500.0,0.94,15,17,0,5,0,0,0,0
1105.04,2000.0,0.55,11,3,0,21,0,0,0,0
4697.73,2500.0,1.88,16,2,1,17,0,0,1,0
20726.58,12000.0,1.73,17,14,0,16,0,0,0,0
9026.11,8000.0,1.13,13,23,0,24,0,0,0,0
1539.12,1500.0,1.03,18,14,0,14,0,0,0,0
1908.11,1500.0,1.27,23,14,1,47,0,0,0,0
1842.77,3000.0,0.61,16,19,0,16,0,0,0,0
9340.44,6000.0,1.56,15,28,0,39,0,0,0,0
1532.92,1500.0,1.02,8,11,0,38,0,0,0,0
3744.3,3000.0,1.25,7,9,0,17,0,0,0,0
3451.57,6000.0,0.58,20,27,0,42,0,0,0,0
8233.72,2000.0,4.12,17,25,5,17,0,0,1,0
3459.52,2500.0,1.38,14,14,0,19,0,0,0,0
9908.78,6000.0,1.65,10,8,0,21,0,0,0,0
18043.99,4500.0,4.01,20,2,3,41,1,1,1,0
1802.72,1500.0,1.2,17,23,0,44,0,0,0,0
2254.66,1500.0,1.5,10,11,0,16,0,0,0,0
1383.64,3000.0,0.46,22,11,0,50,0,0,0,0
2105.21,2500.0,0.84,17,7,0,42,0,0,0,0
14797.36,3000.0,4.93,12,16,5,22,0,0,1,0
926.65,1500.0,0.62,17,4,0,6,0,0,0,0
1474.01,2000.0,0.74,19,20,0,11,0,0,0,0
1807.15,2000.0,0.9,15,14,0,26,0,0,0,0
18856.69,4500.0,4.19,15,10,4,47,1,1,1,0
3019.11,2000.0,1.51,10,25,0,21,0,0,0,0
29425.82,8000.0,3.68,9,12,4,21,1,1,2,0
16890.71,12000.0,1.41,12,6,0,37,0,0,2,0
3314.64,2000.0,1.66,8,28,0,39,0,0,0,0
9549.05,2000.0,4.77,9,27,5,48,0,1,1,0
1412.85,1500.0,0.94,11,7,1,40,0,0,0,0
566.44,1500.0,0.38,14,25,0,43,0,0,0,0
13467.94,8000.0,1.68,17,14,0,25,0,0,0,0
24644.59,4500.0,5.48,6,27,4,21,1,0,1,0
2791.98,3000.0,0.93,16,25,0,27,0,0,0,0
1883.47,2000.0,0.94,11,22,0,16,0,0,0,0
3023.91,2500.0,1.21,10,14,0,35,0,0,0,0
2662.12,1500.0,1.77,15,23,0,42,0,0,0,0
2548.83,2500.0,1.02,17,1,0,23,0,0,0,0
3259.13,2500.0,1.3,13,18,0,5,0,0,0,0
2545.65,3000.0,0.85,19,8,0,23,0,0,0,0
699.38,1500.0,0.47,17,17,0,23,0,0,0,0
70673.56,12000.0,5.89,13,11,5,29,1,1,1,0
22589.65,4000.0,5.65,17,6,4,33,1,0,1,1
2809.9,2000.0,1.4,23,12,0,45,0,0,0,0
1260.93,2000.0,0.63,10,2,0,46,0,0,1,0
2611.2,3000.0,0.87,8,28,0,47,0,0,1,0
810.86,1500.0,0.54,16,14,0,43,0,0,0,0
3145.24,2000.0,1.57,11,14,0,37,0,0,0,0
1574.8,1500.0,1.05,8,21,0,7,0,0,0,0
8986.12,6000.0,1.5,9,23,0,42,0,0,0,0
2670.78,2000.0,1.34,15,17,0,33,0,0,0,0
1186.22,1500.0,0.79,6,26,0,21,0,0,0,0
5234.57,6000.0,0.87,7,4,0,45,0,0,0,0
27188.71,6000.0,4.53,8,18,5,43,1,0,1,0
1856.0,2000.0,0.93,9,11,0,33,0,0,0,0
1755.17,3000.0,0.59,12,20,0,9,0,0,1,0
4834.04,4500.0,1.07,16,13,0,30,0,0,0,0
1564.18,2500.0,0.63,8,15,0,11,0,0,0,0
1203.62,2000.0,0.6,20,27,2,49,0,0,0,0
6717.63,8000.0,0.84,16,3,0,32,0,0,0,0
3923.37,8000.0,0.49,8,11,0,12,0,0,0,0
1992.47,1500.0,1.33,12,2,1,46,0,0,0,0
2009.61,3000.0,0.67,7,5,0,41,0,0,0,0
8460.36,12000.0,0.71,8,20,0,13,0,0,0,0
7742.18,1500.0,5.16,7,21,4,26,1,0,2,0
10422.15,8000.0,1.3,11,11,0,31,0,0,0,0
7538.44,8000.0,0.94,13,26,1,9,0,0,0,0
58343.36,3000.0,19.45,20,9,2,32,1,1,2,1
3854.59,3000.0,1.28,8,22,0,12,0,0,0,0
1958.03,2500.0,0.78,7,17,0,16,0,0,0,0
6918.53,8000.0,0.86,15,22,1,10,0,0,0,0
6400.51,8000.0,0.8,10,22,0,18,0,0,0,0
6922.02,8000.0,0.87,10,16,1,14,0,0,0,0
48214.74,12000.0,4.02,16,25,3,50,1,0,2,0
4144.3,4500.0,0.92,10,10,0,29,0,0,0,0
6694.84,8000.0,0.84,13,9,0,22,0,0,0,0
3318.74,3000.0,1.11,21,5,0,39,0,0,0,0
4954.0,6000.0,0.83,1,23,1,47,0,0,0,0
1920.29,2500.0,0.77,11,8,0,38,0,0,0,0
11514.15,3000.0,3.84,8,16,3,36,1,1,1,0
2300.63,4500.0,0.51,18,26,0,33,0,0,0,0
3174.14,2500.0,1.27,15,26,0,30,1,0,0,0
1485.99,2000.0,0.74,10,3,0,20,0,0,0,0
2124.3,4500.0,0.47,10,9,0,29,0,0,0,0
1408.99,1500.0,0.94,9,4,0,18,0,0,1,0
6030.45,4500.0,1.34,13,11,0,40,0,0,1,0
10502.04,8000.0,1.31,17,27,0,8,0,0,0,0
4711.21,6000.0,0.79,14,4,0,23,0,0,0,0
32981.56,8000.0,4.12,9,26,3,5,1,0,0,0
2425.27,4500.0,0.54,12,28,0,48,0,0,1,0
4193.16,2500.0,1.68,10,14,1,45,0,0,0,0
3332.61,4500.0,0.74,12,6,0,28,0,0,0,0
7363.97,8000.0,0.92,11,21,1,21,0,0,1,0
4412.12,6000.0,0.74,13,14,0,22,0,0,0,0
6286.98,8000.0,0.79,10,16,0,34,0,0,2,0
4748.91,6000.0,0.79,19,23,0,48,0,0,0,0
21923.43,4000.0,5.48,20,1,3,21,1,0,1,1
15048.7,12000.0,1.25,21,28,0,16,0,0,0,0
66179.74,12000.0,5.51,21,19,3,36,1,0,0,0
4233.17,6000.0,0.71,9,15,1,46,0,0,2,0
1860.9,1500.0,1.24,17,25,1,38,0,0,0,0
15228.79,12000.0,1.27,10,6,0,30,0,0,0,0
1942.92,2500.0,0.78,14,23,0,14,0,0,0,0
8258.95,12000.0,0.69,8,4,1,44,1,0,1,0
15959.49,12000.0,1.33,17,14,0,47,0,0,0,0
1936.02,2000.0,0.97,17,26,0,49,0,0,0,0
3262.77,6000.0,0.54,18,11,0,34,1,0,0,0
4168.1,3000.0,1.39,15,5,0,12,0,0,0,0
2260.54,2000.0,1.13,9,28,0,14,0,0,0,0
4107.27,8000.0,0.51,15,17,0,44,0,0,0,0
6831.03,4500.0,1.52,19,22,0,8,0,0,0,0
9725.4,8000.0,1.22,15,11,0,19,0,0,0,0
11322.11,6000.0,1.89,17,11,0,15,0,0,0,0
8318.95,8000.0,1.04,12,6,0,7,0,0,0,0
5579.23,4500.0,1.24,23,18,2,38,0,0,1,0
56287.3,12000.0,4.69,12,5,4,25,0,1,1,0
3176.32,3000.0,1.06,7,26,1,20,0,0,0,0
1691.1,2000.0,0.85,15,7,0,12,0,0,0,0
4921.42,4500.0,1.09,5,23,0,43,0,0,0,0
3643.21,4500.0,0.81,17,17,0,7,0,0,0,0
11777.4,3000.0,3.93,22,7,4,49,1,0,1,0
3798.82,4500.0,0.84,11,12,0,41,0,0,0,0
5257.82,6000.0,0.88,8,10,0,14,0,0,0,0
12142.76,3000.0,4.05,13,7,3,5,0,1,1,0
2683.09,2000.0,1.34,17,19,0,11,0,0,0,0
4525.92,3000.0,1.51,11,19,0,15,0,0,0,0
2155.49,4500.0,0.48,19,16,0,5,0,0,0,0
13690.38,6000.0,2.28,17,5,1,25,0,0,0,0
633.37,1500.0,0.42,7,1,1,19,0,0,0,0
8702.98,8000.0,1.09,17,23,0,36,0,0,0,0
10768.84,6000.0,1.79,18,4,0,22,0,0,0,0
1469.73,2000.0,0.73,15,8,0,8,0,0,0,0
15658.99,2000.0,7.83,2,11,5,15,1,1,1,1
5483.04,3000.0,1.83,10,7,1,27,0,0,0,0
2661.46,4500.0,0.59,19,12,1,30,0,0,0,0
19642.76,8000.0,2.46,23,13,0,19,0,0,0,0
3622.26,6000.0,0.6,18,24,1,40,0,0,0,0
17228.94,3000.0,5.74,9,6,5,19,1,1,1,0
2182.01,1500.0,1.45,16,3,0,47,0,0,0,0
1620.18,1500.0,1.08,8,9,2,32,0,0,0,0
5566.2,4500.0,1.24,21,12,0,18,0,0,1,0
11926.63,12000.0,0.99,17,18,1,29,0,0,0,0
6801.23,8000.0,0.85,13,26,0,33,0,0,0,0
6949.25,8000.0,0.87,11,28,0,24,1,0,0,0
17411.76,4500.0,3.87,11,5,5,12,0,0,1,0
34522.14,6000.0,5.75,20,27,4,37,1,1,2,0
4859.88,8000.0,0.61,6,12,0,29,0,0,0,0
17534.66,8000.0,2.19,15,5,0,17,0,0,0,0
10014.68,8000.0,1.25,17,22,0,31,0,0,0,0
1926.58,2500.0,0.77,9,14,0,25,0,0,0,0
6817.68,6000.0,1.14,12,25,0,48,0,0,0,0
2657.41,2000.0,1.33,18,2,0,37,0,0,0,0
1558.52,2500.0,0.62,6,27,0,25,0,0,0,0
7365.43,4500.0,1.64,13,12,0,41,0,0,0,0
10097.7,12000.0,0.84,18,24,0,6,0,0,0,0
22515.48,6000.0,3.75,8,20,3,49,1,1,0,0
51598.06,12000.0,4.3,8,12,5,24,1,0,2,0
2148.53,1500.0,1.43,12,23,0,20,0,0,0,0
1479.58,2000.0,0.74,17,26,0,27,0,0,0,0
13718.08,12000.0,1.14,19,5,0,40,0,0,0,0
8382.02,12000.0,0.7,18,5,0,48,0,0,0,0
3066.63,2500.0,1.23,12,6,0,15,0,0,0,0
6188.18,8000.0,0.77,12,25,1,50,0,0,0,0
3117.62,2500.0,1.25,16,23,0,7,0,0,0,0
9127.53,8000.0,1.14,8,9,1,38,1,0,0,0
11287.99,8000.0,1.41,11,27,0,17,0,0,0,0
1095.97,2500.0,0.44,10,18,0,18,0,0,0,0
113344.26,4000.0,28.34,15,22,5,24,1,1,2,1
1400.6,1500.0,0.93,18,6,0,26,0,0,2,0
6947.91,1500.0,4.63,14,15,5,41,1,0,1,0
5302.02,1500.0,3.53,21,24,5,35,0,1,1,0
2782.21,4500.0,0.62,16,24,0,32,0,0,0,0
18517.32,4500.0,4.11,11,13,3,8,1,0,1,0
18017.07,12000.0,1.5,17,24,0,8,0,0,0,0
1931.2,1500.0,1.29,13,23,1,39,0,0,0,0
1607.66,1500.0,1.07,20,17,0,36,0,0,0,0
2009.63,1500.0,1.34,7,9,0,38,0,0,0,0
2380.5,3000.0,0.79,11,3,0,41,1,0,0,0
1737.83,2000.0,0.87,13,1,1,5,0,0,0,0
10935.42,2500.0,4.37,12,8,5,23,1,1,1,0
9902.36,2500.0,3.96,8,25,3,20,1,1,2,0
3624.49,3000.0,1.21,12,19,0,33,0,0,0,0
6973.33,6000.0,1.16,11,15,0,30,0,0,1,0
23026.71,12000.0,1.92,21,19,0,46,0,0,0,0
20015.66,12000.0,1.67,15,11,0,39,0,0,1,0
3961.75,3000.0,1.32,18,6,0,7,0,0,0,0
1266.9,2000.0,0.63,11,23,0,49,0,0,0,0
12788.45,6000.0,2.13,9,18,0,8,0,0,0,0
8932.58,12000.0,0.74,10,28,0,8,0,0,0,0
56831.13,2500.0,22.73,3,9,6,45,1,1,2,1
9996.9,12000.0,0.83,20,12,0,9,0,0,0,0
31865.55,8000.0,3.98,7,14,3,17,1,1,1,0
3935.12,2500.0,1.57,16,11,0,47,0,0,0,0
901.66,1500.0,0.6,13,11,0,12,0,0,0,0
21698.57,4500.0,4.82,12,24,3,35,1,0,1,0
13412.0,3000.0,4.47,18,17,5,36,1,0,0,0
2272.7,3000.0,0.76,22,27,0,44,0,0,0,0
1391.44,2000.0,0.7,10,25,0,40,0,0,1,0
7515.98,6000.0,1.25,9,9,0,48,0,0,1,0
1167.6,1500.0,0.78,12,12,0,48,0,0,0,0
2508.82,1500.0,1.67,10,5,0,35,0,0,0,0
9152.7,12000.0,0.76,15,7,0,31,0,0,0,0
7726.3,12000.0,0.64,16,15,0,20,0,0,0,0
14803.16,12000.0,1.23,9,1,0,48,0,0,0,0
890.99,1500.0,0.59,19,2,0,40,0,0,1,0
1231.96,3000.0,0.41,11,3,0,40,0,0,0,0
23241.32,3000.0,7.75,6,3,5,38,1,1,2,1
1846.01,2500.0,0.74,15,27,0,38,0,0,0,0
11845.43,2500.0,4.74,14,20,4,23,0,0,1,0
1422.22,1500.0,0.95,16,22,0,28,0,0,0,0
2698.85,2000.0,1.35,14,6,0,49,0,0,0,0
1426.84,1500.0,0.95,10,26,0,43,0,0,0,0
1348.19,2500.0,0.54,12,21,0,9,0,0,2,0
924.34,1500.0,0.62,7,28,0,43,0,0,0,0
8137.49,12000.0,0.68,10,12,0,27,0,0,0,0
5698.0,8000.0,0.71,22,23,0,8,0,1,0,0
2996.78,2500.0,1.2,17,5,0,26,0,0,0,0
1351.5,2500.0,0.54,12,2,0,17,0,0,0,0
3060.2,3000.0,1.02,22,28,0,8,0,0,0,0
5723.46,1500.0,3.82,15,7,3,15,0,0,0,0
2147.12,2000.0,1.07,19,4,0,39,0,0,0,0
1777.96,1500.0,1.19,14,24,0,47,0,0,0,0
2303.71,1500.0,1.54,11,2,0,33,0,0,1,0
3480.87,3000.0,1.16,17,22,0,44,0,0,0,0
19374.64,4000.0,4.84,11,5,3,22,1,1,2,1
30962.79,8000.0,3.87,14,5,4,22,1,1,1,0
5848.96,8000.0,0.73,9,28,0,40,0,0,0,0
2242.44,2500.0,0.9,19,12,0,33,0,0,0,0
2650.48,2000.0,1.33,15,14,0,42,0,0,0,0
6191.43,4500.0,1.38,11,1,0,39,0,0,0,0
2160.19,2500.0,0.86,14,25,0,29,0,0,1,0
1585.71,2500.0,0.63,9,21,0,16,0,0,0,0
1301.53,2500.0,0.52,15,16,0,14,0,0,0,0
16536.38,12000.0,1.38,11,16,0,47,0,0,0,0
2087.64,1500.0,1.39,11,12,0,35,0,0,0,0
1721.03,2000.0,0.86,0,8,1,7,0,0,0,0
4579.74,6000.0,0.76,15,13,0,48,0,0,1,0
5381.67,3000.0,1.79,17,6,0,29,0,0,0,0
4326.2,3000.0,1.44,11,21,0,46,0,0,0,0
12073.53,3000.0,4.02,18,15,3,13,1,0,0,0
4550.85,2500.0,1.82,21,27,0,23,0,0,0,0
1959.27,3000.0,0.65,17,28,0,36,0,0,0,0
20076.91,12000.0,1.67,16,20,0,32,0,0,0,0
9882.46,12000.0,0.82,5,18,0,5,0,0,0,0
6337.84,4500.0,1.41,13,11,0,46,0,0,0,0
5641.19,1500.0,3.76,16,16,5,44,0,1,1,0
28559.52,1500.0,19.04,3,11,8,34,1,1,2,1
2757.76,2000.0,1.38,12,15,0,40,0,0,0,0
5015.99,3000.0,1.67,12,3,1,24,0,0,0,0
4088.3,6000.0,0.68,19,8,0,20,0,0,1,0
3814.16,2500.0,1.53,0,22,0,28,0,0,0,0
4441.8,3000.0,1.48,11,18,1,35,0,0,0,0
3211.14,2500.0,1.28,10,16,0,41,0,0,0,0
14478.54,2500.0,5.79,17,18,5,36,1,0,1,1
1917.39,1500.0,1.28,23,25,1,19,0,0,0,0
1475.11,3000.0,0.49,11,10,0,14,0,0,1,0
1701.13,2000.0,0.85,20,4,0,31,0,0,0,0
4936.52,3000.0,1.65,12,26,1,35,0,0,0,0
22922.0,12000.0,1.91,12,28,0,17,0,0,0,0
7975.1,6000.0,1.33,13,14,0,16,0,0,0,0
11614.01,2500.0,4.65,15,5,3,40,1,1,1,1
2998.44,4500.0,0.67,11,19,0,6,0,0,0,0
57152.02,3000.0,19.05,2,14,4,13,1,1,2,1
25326.23,4500.0,5.63,9,3,5,42,0,0,1,0
4174.54,6000.0,0.7,16,16,0,41,0,0,0,0
43685.04,12000.0,3.64,21,8,5,6,1,0,1,0
9357.69,12000.0,0.78,12,3,0,45,0,0,0,0
1986.82,1500.0,1.32,9,2,0,25,0,0,0,0
3023.22,2500.0,1.21,9,11,0,34,0,0,0,0
1853.21,2000.0,0.93,1,12,0,37,0,0,0,0
3912.99,6000.0,0.65,1,16,0,44,0,0,0,0
2390.67,2500.0,0.96,18,10,0,6,0,0,0,0
14447.72,12000.0,1.2,14,2,0,16,0,0,1,0
7914.69,12000.0,0.66,21,9,0,19,0,0,1,0
2531.74,6000.0,0.42,12,15,0,29,0,0,0,0
5937.97,4500.0,1.32,15,14,0,10,0,0,1,0
1036.73,1500.0,0.69,19,7,0,49,0,0,0,0
4146.18,4500.0,0.92,8,12,0,24,0,0,0,0
2147.63,2500.0,0.86,2,3,0,12,0,0,0,0
3867.22,3000.0,1.29,17,26,0,39,0,0,0,0
6004.05,6000.0,1.0,15,23,1,8,0,0,0,0
8507.05,1500.0,5.67,10,26,5,45,0,0,0,0
1699.99,2500.0,0.68,18,24,0,11,0,0,0,0
2991.54,2500.0,1.2,7,25,0,8,0,0,0,0
10780.02,12000.0,0.9,12,3,0,49,0,0,0,0
7757.33,4500.0,1.72,16,26,0,42,0,0,0,0
3468.22,3000.0,1.16,14,26,0,37,0,0,1,0
2790.42,2500.0,1.12,9,7,0,18,0,0,1,0
1076.96,2000.0,0.54,22,2,0,15,0,0,1,0
8043.9,4500.0,1.79,16,13,0,5,0,0,1,0
3214.92,2500.0,1.29,17,27,0,30,0,0,0,0
19091.93,12000.0,1.59,9,9,0,34,0,0,0,0
2469.05,3000.0,0.82,0,21,2,38,0,0,0,0
8243.31,2000.0,4.12,12,15,4,23,0,0,1,0
58036.61,12000.0,4.84,10,10,4,39,1,0,2,0
40749.56,8000.0,5.09,10,11,3,11,1,0,0,0
3939.33,4500.0,0.88,8,25,0,8,0,0,0,0
3878.9,2500.0,1.55,15,16,1,11,0,0,0,0
4877.42,4500.0,1.08,15,19,1,13,0,0,0,0
7289.45,8000.0,0.91,13,28,0,30,0,0,0,0
2614.56,1500.0,1.74,10,10,0,17,0,0,0,0
6363.11,1500.0,4.24,10,16,4,42,1,0,2,0
6778.89,4500.0,1.51,13,12,0,26,0,0,0,0
940.8,1500.0,0.63,14,4,0,19,0,0,0,0
2507.31,3000.0,0.84,8,13,0,50,0,0,0,0
9477.68,12000.0,0.79,9,11,0,47,0,0,0,0
29468.4,6000.0,4.91,12,25,5,36,1,0,1,0
22063.99,1500.0,14.71,0,27,4,12,1,1,2,1
3290.09,3000.0,1.1,12,11,0,19,0,0,0,0
2818.12,2000.0,1.41,10,7,0,8,0,0,0,0
9976.05,8000.0,1.25,15,11,0,5,0,0,0,0
1490.67,2000.0,0.75,13,28,0,39,0,0,0,0
5398.36,12000.0,0.45,11,27,0,6,0,0,0,0
7067.24,2000.0,3.53,8,28,4,44,1,1,1,0
2358.66,3000.0,0.79,20,1,0,13,0,0,0,0
8364.02,8000.0,1.05,13,24,0,31,0,0,0,0
